position,proba to win
'02435,0.08950749938271604
'02434,0.2770776973868313
'02433,0.4968202885584705
'02432,0.6868326889743026
'02431,0.8221672220317705
'02430,0.9062843768169305
'02445,0.06945175453703704
'02444,0.23036696550771607
'02443,0.4366300999263375
'02442,0.6300818223699501
'02441,0.7784200132659991
'02440,0.8770447129552512
'03005,0.2962962962962963
'03004,0.5925925925925927
'03003,0.7901234567901234
'03002,0.8998628257887518
'03001,0.9547325102880659
'03000,0.9803383630544126
'03015,0.25462962962962965
'03014,0.5474537037037037
'03013,0.7594521604938271
'03012,0.8831286436899862
'03011,0.9467130433384774
'03010,0.9768107152170495
'03025,0.19907407407407407
'03024,0.4722222222222222
'03023,0.6981095679012346
'03022,0.8440822187928669
'03021,0.9253277981395747
'03020,0.9662277717049611
'03035,0.14930555555555555
'03034,0.3914930555555555
'03033,0.6214554398148148
'03032,0.788425524048354
'03031,0.8911022296167694
'03030,0.9474463861829132
'03045,0.1105806327160494
'03044,0.3184719007201646
'03043,0.542510944465878
'03042,0.7241899711005373
'03041,0.8473870804026039
'03040,0.9211668202421963
'03105,0.25462962962962965
'03104,0.5474537037037037
'03103,0.7594521604938271
'03102,0.8831286436899862
'03101,0.9467130433384774
'03100,0.9768107152170495
'03115,0.22362962962962962
'03114,0.5096037037037038
'03113,0.7315038271604937
'03112,0.8669487825788751
'03111,0.9386193500514404
'03110,0.973137255267204
'03125,0.17927407407407409
'03124,0.4443988888888889
'03123,0.67515012345679
'03122,0.8295473206447188
'03121,0.917508375840192
'03120,0.962460939417667
'03135,0.13742555555555555
'03134,0.37242305555555555
'03133,0.6038657731481482
'03132,0.7761866518261316
'03131,0.8839628017926954
'03130,0.9437584012457219
'03145,0.10358196604938272
'03144,0.3058086118312758
'03143,0.5295610681695816
'03142,0.7143315130017718
'03141,0.8411632515446821
'03140,0.9177191216095556
'03205,0.19907407407407407
'03204,0.4722222222222222
'03203,0.6981095679012346
'03202,0.8440822187928669
'03201,0.9253277981395747
'03200,0.9662277717049611
'03215,0.17927407407407409
'03214,0.44439888888888895
'03213,0.67515012345679
'03212,0.8295473206447188
'03211,0.917508375840192
'03210,0.962460939417667
'03225,0.1474962962962963
'03224,0.39215925925925926
'03223,0.6257501234567902
'03222,0.7942694739368998
'03221,0.8963649349794238
'03220,0.9512279078183014
'03235,0.11598288888888889
'03234,0.3329767444444445
'03233,0.5628185775925927
'03232,0.7443627302458848
'03231,0.8634840673953704
'03230,0.9321852384191992
'03245,0.08950749938271604
'03244,0.2770776973868313
'03243,0.4968202885584705
'03242,0.6868326889743026
'03241,0.8221672220317705
'03240,0.9062843768169305
'03305,0.14930555555555555
'03304,0.3914930555555555
'03303,0.6214554398148148
'03302,0.788425524048354
'03301,0.8911022296167694
'03300,0.9474463861829132
'03315,0.13742555555555555
'03314,0.37242305555555555
'03313,0.6038657731481482
'03312,0.7761866518261316
'03311,0.8839628017926954
'03310,0.9437584012457219
'03325,0.11598288888888889
'03324,0.3329767444444445
'03323,0.5628185775925927
'03322,0.7443627302458848
'03321,0.8634840673953704
'03320,0.9321852384191992
'03335,0.0927863111111111
'03334,0.2849386577777778
'03333,0.5072425936296298
'03332,0.6969387029226338
'03331,0.8301749945008231
'03330,0.911783189635524
'03345,0.07291752419753086
'03344,0.23939004690534982
'03343,0.44950316225631004
'03342,0.6434091892100365
'03341,0.7896187244550448
'03340,0.8851507714719908
'03405,0.1105806327160494
'03404,0.3184719007201646
'03403,0.542510944465878
'03402,0.7241899711005373
'03401,0.8473870804026039
'03400,0.9211668202421963
'03415,0.10358196604938272
'03414,0.30580861183127567
'03413,0.5295610681695816
'03412,0.7143315130017718
'03411,0.8411632515446821
'03410,0.9177191216095556
'03425,0.08950749938271604
'03424,0.2770776973868313
'03423,0.4968202885584706
'03422,0.6868326889743026
'03421,0.8221672220317705
'03420,0.9062843768169305
'03435,0.07291752419753086
'03434,0.23939004690534982
'03433,0.44950316225631004
'03432,0.6434091892100365
'03431,0.7896187244550448
'03430,0.8851507714719908
'03445,0.057640865425925926
'03444,0.2012355943299383
'03443,0.3972750362050411
'03442,0.5915168852410202
'03441,0.7477586143744308
'03440,0.8560511283491309
'04005,0.19753086419753085
'04004,0.46090534979423875
'04003,0.6803840877914952
'04002,0.8267032464563329
'04001,0.9120560890108216
'04000,0.9575776050398822
'04015,0.17669753086419754
'04014,0.43312757201646096
'04013,0.6581039951989026
'04012,0.812766132258802
'04011,0.9045620769866446
'04010,0.9539402781151565
'04025,0.14371141975308643
'04024,0.38032085905349794
'04023,0.6086609975137174
'04022,0.7773978918395633
'04021,0.8831538912763393
'04020,0.9423874282003546
'04035,0.1105806327160494
'04034,0.3184719007201646
'04033,0.542510944465878
'04032,0.7241899711005373
'04031,0.8473870804026039
'04030,0.9211668202421963
'04045,0.08293547453703705
'04044,0.2595877941743827
'04043,0.4717801568930042
'04042,0.661087517548654
'04041,0.8008121896891164
'04040,0.8910781626039264
'04105,0.17669753086419754
'04104,0.43312757201646096
'04103,0.6581039951989026
'04102,0.812766132258802
'04101,0.9045620769866446
'04100,0.9539402781151565
'04115,0.16013086419753086
'04114,0.40911868312757205
'04113,0.637666865569273
'04112,0.7994193390489255
'04111,0.897156438625019
'04110,0.9502623010779481
'04125,0.1324780864197531
'04124,0.36214308127572015
'04123,0.591754238254458
'04122,0.7655332220864768
'04121,0.876172060733644
'04120,0.938748733769456
'04135,0.10358196604938272
'04134,0.30580861183127567
'04133,0.5295610681695816
'04132,0.7143315130017718
'04131,0.8411632515446821
'04130,0.9177191216095556
'04145,0.07873627453703705
'04144,0.2511499808410494
'04143,0.4623226684485597
'04142,0.6532809450005057
'04141,0.7955165778647336
'04140,0.8879504210594653
'04205,0.14371141975308643
'04204,0.38032085905349794
'04203,0.6086609975137174
'04202,0.7773978918395633
'04201,0.8831538912763393
'04200,0.9423874282003546
'04215,0.1324780864197531
'04214,0.36214308127572015
'04213,0.591754238254458
'04212,0.7655332220864768
'04211,0.876172060733644
'04210,0.938748733769456
'04225,0.11198975308641974
'04224,0.3241188868312757
'04223,0.5518255220507544
'04222,0.7342861828195015
'04221,0.8558720348491274
'04220,0.9271650636049283
'04235,0.08950749938271604
'04234,0.2770776973868313
'04233,0.4968202885584705
'04232,0.6868326889743026
'04231,0.8221672220317705
'04230,0.9062843768169305
'04245,0.06945175453703704
'04244,0.23036696550771607
'04243,0.4366300999263375
'04242,0.6300818223699501
'04241,0.7784200132659991
'04240,0.8770447129552512
'04305,0.1105806327160494
'04304,0.3184719007201646
'04303,0.542510944465878
'04302,0.7241899711005373
'04301,0.8473870804026039
'04300,0.9211668202421963
'04315,0.10358196604938272
'04314,0.30580861183127567
'04313,0.5295610681695816
'04312,0.7143315130017718
'04311,0.8411632515446821
'04310,0.9177191216095556
'04325,0.08950749938271604
'04324,0.2770776973868313
'04323,0.4968202885584706
'04322,0.6868326889743026
'04321,0.8221672220317705
'04320,0.9062843768169305
'04335,0.07291752419753086
'04334,0.23939004690534982
'04333,0.44950316225631004
'04332,0.6434091892100365
'04331,0.7896187244550448
'04330,0.8851507714719908
'04345,0.057640865425925926
'04344,0.2012355943299383
'04343,0.3972750362050411
'04342,0.5915168852410202
'04341,0.7477586143744308
'04340,0.8560511283491309
'04405,0.08293547453703705
'04404,0.2595877941743827
'04403,0.4717801568930042
'04402,0.661087517548654
'04401,0.8008121896891164
'04400,0.8910781626039264
'04415,0.07873627453703705
'04414,0.25114998084104934
'04413,0.4623226684485596
'04412,0.6532809450005057
'04411,0.7955165778647337
'04410,0.8879504210594653
'04425,0.06945175453703704
'04424,0.23036696550771601
'04423,0.4366300999263375
'04422,0.6300818223699501
'04421,0.7784200132659991
'04420,0.8770447129552512
'04435,0.057640865425925926
'04434,0.2012355943299383
'04433,0.3972750362050411
'04432,0.5915168852410202
'04431,0.7477586143744308
'04430,0.8560511283491309
'04445,0.04611269234074074
'04444,0.17021101393209878
'04443,0.3518622317504526
'04442,0.5435859545429067
'04441,0.706924082408126
'04440,0.8262257191609299
'10005,0.6666666666666666
'10004,0.8888888888888888
'10003,0.9629629629629629
'10002,0.9876543209876543
'10001,0.9958847736625515
'10000,0.9986282578875172
'10015,0.5
'10014,0.7916666666666666
'10013,0.9201388888888888
'10012,0.9707754629629629
'10011,0.9896074459876543
'10010,0.9963730549125515
'10025,0.3611111111111111
'10024,0.6712962962962963
'10023,0.8501157407407407
'10022,0.936599794238683
'10021,0.9744955096879286
'10020,0.9900957272376543
'10035,0.25462962962962965
'10034,0.5474537037037037
'10033,0.7594521604938271
'10032,0.8831286436899862
'10031,0.9467130433384774
'10030,0.9768107152170495
'10045,0.17669753086419754
'10044,0.43312757201646096
'10043,0.6581039951989026
'10042,0.812766132258802
'10041,0.9045620769866446
'10040,0.9539402781151565
'10105,0.5
'10104,0.7916666666666666
'10103,0.9201388888888888
'10102,0.9707754629629629
'10101,0.9896074459876543
'10100,0.9963730549125515
'10115,0.4
'10114,0.7133333333333333
'10113,0.8787777777777777
'10112,0.9523759259259258
'10111,0.9821611419753087
'10110,0.993530672325103
'10125,0.3044444444444444
'10124,0.6147407407407408
'10123,0.8145055555555555
'10122,0.9184913991769547
'10121,0.9663609405006859
'10120,0.9867227479252401
'10135,0.22362962962962962
'10134,0.5096037037037038
'10133,0.7315038271604937
'10132,0.8669487825788751
'10131,0.9386193500514404
'10130,0.973137255267204
'10145,0.16013086419753086
'10144,0.40911868312757205
'10143,0.637666865569273
'10142,0.7994193390489255
'10141,0.897156438625019
'10140,0.9502623010779481
'10205,0.3611111111111111
'10204,0.6712962962962963
'10203,0.8501157407407407
'10202,0.936599794238683
'10201,0.9744955096879286
'10200,0.9900957272376543
'10215,0.3044444444444444
'10214,0.6147407407407408
'10213,0.8145055555555555
'10212,0.9184913991769547
'10211,0.9663609405006859
'10210,0.9867227479252401
'10225,0.2368333333333333
'10224,0.5304472222222223
'10223,0.7508691666666666
'10222,0.8807777391975307
'10221,0.9470237051826131
'10220,0.9777156471379888
'10235,0.17927407407407409
'10234,0.44439888888888895
'10233,0.67515012345679
'10232,0.8295473206447188
'10231,0.917508375840192
'10230,0.962460939417667
'10245,0.1324780864197531
'10244,0.3621430812757202
'10243,0.591754238254458
'10242,0.7655332220864768
'10241,0.876172060733644
'10240,0.938748733769456
'10305,0.25462962962962965
'10304,0.5474537037037037
'10303,0.7594521604938271
'10302,0.8831286436899862
'10301,0.9467130433384774
'10300,0.9768107152170495
'10315,0.22362962962962962
'10314,0.5096037037037038
'10313,0.7315038271604937
'10312,0.8669487825788751
'10311,0.9386193500514404
'10310,0.973137255267204
'10325,0.17927407407407409
'10324,0.4443988888888889
'10323,0.67515012345679
'10322,0.8295473206447188
'10321,0.917508375840192
'10320,0.962460939417667
'10335,0.13742555555555555
'10334,0.37242305555555555
'10333,0.6038657731481482
'10332,0.7761866518261316
'10331,0.8839628017926954
'10330,0.9437584012457219
'10345,0.10358196604938272
'10344,0.3058086118312758
'10343,0.5295610681695816
'10342,0.7143315130017718
'10341,0.8411632515446821
'10340,0.9177191216095556
'10405,0.17669753086419754
'10404,0.43312757201646096
'10403,0.6581039951989026
'10402,0.812766132258802
'10401,0.9045620769866446
'10400,0.9539402781151565
'10415,0.16013086419753086
'10414,0.40911868312757205
'10413,0.637666865569273
'10412,0.7994193390489255
'10411,0.897156438625019
'10410,0.9502623010779481
'10425,0.1324780864197531
'10424,0.36214308127572015
'10423,0.591754238254458
'10422,0.7655332220864768
'10421,0.876172060733644
'10420,0.938748733769456
'10435,0.10358196604938272
'10434,0.30580861183127567
'10433,0.5295610681695816
'10432,0.7143315130017718
'10431,0.8411632515446821
'10430,0.9177191216095556
'10445,0.07873627453703705
'10444,0.2511499808410494
'10443,0.4623226684485597
'10442,0.6532809450005057
'10441,0.7955165778647336
'10440,0.8879504210594653
'11005,0.5
'11004,0.7916666666666666
'11003,0.9201388888888888
'11002,0.9707754629629629
'11001,0.9896074459876543
'11000,0.9963730549125515
'11015,0.4
'11014,0.7133333333333333
'11013,0.8787777777777777
'11012,0.9523759259259258
'11011,0.9821611419753087
'11010,0.993530672325103
'11025,0.3044444444444444
'11024,0.6147407407407408
'11023,0.8145055555555555
'11022,0.9184913991769547
'11021,0.9663609405006859
'11020,0.9867227479252401
'11035,0.22362962962962962
'11034,0.5096037037037038
'11033,0.7315038271604937
'11032,0.8669487825788751
'11031,0.9386193500514404
'11030,0.973137255267204
'11045,0.16013086419753086
'11044,0.40911868312757205
'11043,0.637666865569273
'11042,0.7994193390489255
'11041,0.897156438625019
'11040,0.9502623010779481
'11105,0.4
'11104,0.7133333333333333
'11103,0.8787777777777777
'11102,0.9523759259259258
'11101,0.9821611419753087
'11100,0.993530672325103
'11115,0.3333333333333333
'11114,0.65
'11113,0.8406481481481481
'11112,0.9337546296296294
'11111,0.9740933899176955
'11110,0.9902911252572016
'11125,0.2633333333333333
'11124,0.567925925925926
'11123,0.7821231481481482
'11122,0.9008511008230452
'11121,0.9580201170267489
'11120,0.9831284352194786
'11135,0.19959259259259257
'11134,0.47737592592592604
'11133,0.7060222839506173
'11132,0.8514284722222222
'11131,0.9305544594050069
'11130,0.9693705159409293
'11145,0.14659629629629628
'11144,0.38811736625514404
'11143,0.6188604218106996
'11142,0.7866625639003201
'11141,0.8898734664308985
'11140,0.9465669002577668
'11205,0.3044444444444444
'11204,0.6147407407407408
'11203,0.8145055555555555
'11202,0.9184913991769547
'11201,0.9663609405006859
'11200,0.9867227479252401
'11215,0.2633333333333333
'11214,0.567925925925926
'11213,0.782123148148148
'11212,0.9008511008230452
'11211,0.9580201170267489
'11210,0.9831284352194788
'11225,0.21061111111111108
'11224,0.4958805555555556
'11223,0.7239980555555555
'11222,0.8646844727366254
'11221,0.9387987056970165
'11220,0.973935884271905
'11235,0.16322716049382716
'11234,0.4201936625514404
'11233,0.6540853840877915
'11232,0.8156629071787836
'11231,0.9098052549430345
'11230,0.958661569710518
'11245,0.12300113168724279
'11244,0.34596533093278464
'11243,0.5760841662379973
'11242,0.7541898314448064
'11241,0.8693363215381771
'11240,0.9351206381259819
'11305,0.22362962962962962
'11304,0.5096037037037038
'11303,0.7315038271604937
'11302,0.8669487825788751
'11301,0.9386193500514404
'11300,0.973137255267204
'11315,0.19959259259259257
'11314,0.47737592592592604
'11313,0.7060222839506172
'11312,0.8514284722222222
'11311,0.9305544594050069
'11310,0.9693705159409295
'11325,0.16322716049382716
'11324,0.42019366255144036
'11323,0.6540853840877915
'11322,0.8156629071787836
'11321,0.9098052549430345
'11320,0.9586615697105181
'11335,0.1274220987654321
'11334,0.3554748662551441
'11333,0.5875770941358025
'11332,0.7644898532207361
'11331,0.8769718702725383
'11330,0.9400788969825894
'11345,0.09750154355281208
'11344,0.2943389717764061
'11343,0.5174499104375286
'11342,0.7048804123878919
'11341,0.8350811629267517
'11340,0.9142996397061706
'11405,0.16013086419753086
'11404,0.40911868312757205
'11403,0.637666865569273
'11402,0.7994193390489255
'11401,0.897156438625019
'11400,0.9502623010779481
'11415,0.14659629629629628
'11414,0.38811736625514404
'11413,0.6188604218106996
'11412,0.7866625639003201
'11411,0.8898734664308985
'11410,0.9465669002577671
'11425,0.1230011316872428
'11424,0.34596533093278464
'11423,0.5760841662379973
'11422,0.7541898314448064
'11421,0.869336321538177
'11420,0.9351206381259821
'11435,0.09750154355281208
'11434,0.29433897177640606
'11433,0.5174499104375286
'11432,0.7048804123878919
'11431,0.8350811629267517
'11430,0.9142996397061708
'11445,0.07499619662208507
'11444,0.24338551227223368
'11443,0.4533967634136564
'11442,0.645766648429724
'11441,0.7903405488232411
'11440,0.8848567183434474
'12005,0.3611111111111111
'12004,0.6712962962962963
'12003,0.8501157407407407
'12002,0.936599794238683
'12001,0.9744955096879286
'12000,0.9900957272376543
'12015,0.3044444444444444
'12014,0.6147407407407408
'12013,0.8145055555555555
'12012,0.9184913991769547
'12011,0.9663609405006859
'12010,0.9867227479252401
'12025,0.2368333333333333
'12024,0.5304472222222223
'12023,0.7508691666666666
'12022,0.8807777391975307
'12021,0.9470237051826131
'12020,0.9777156471379888
'12035,0.17927407407407409
'12034,0.44439888888888895
'12033,0.67515012345679
'12032,0.8295473206447188
'12031,0.917508375840192
'12030,0.962460939417667
'12045,0.1324780864197531
'12044,0.3621430812757202
'12043,0.591754238254458
'12042,0.7655332220864768
'12041,0.876172060733644
'12040,0.938748733769456
'12105,0.3044444444444444
'12104,0.6147407407407408
'12103,0.8145055555555555
'12102,0.9184913991769547
'12101,0.9663609405006859
'12100,0.9867227479252401
'12115,0.2633333333333333
'12114,0.567925925925926
'12113,0.782123148148148
'12112,0.9008511008230452
'12111,0.958020117026749
